,Education,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Spent,Living_With,Children,Family_Size,Is_Parent,Clusters,Total_Promos
433,1,75236,0,1,27,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,0,51,1068,1,1,3,1,0,0
434,1,30015,1,0,28,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,0,45,57,0,1,2,1,2,0
435,2,50943,0,1,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0,59,46,1,1,3,1,1,0
436,1,67272,0,1,12,357,35,271,28,28,14,3,6,2,12,5,0,0,0,0,0,0,0,49,733,0,1,2,1,0,0
437,2,51529,0,1,14,400,4,35,6,0,22,2,9,1,5,8,0,0,0,0,0,0,0,66,467,0,1,2,1,0,0
438,2,32011,1,0,89,99,0,15,2,1,5,3,2,1,4,7,0,0,0,0,0,0,0,44,122,1,1,3,1,2,0
439,0,7500,1,0,96,1,11,5,4,6,9,2,2,0,3,8,0,0,0,0,0,0,0,29,36,1,1,3,1,2,0
440,1,28691,1,0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,26,34,1,1,3,1,2,0
441,2,56223,0,1,72,77,28,31,16,0,4,2,2,1,5,4,0,0,0,0,0,0,0,67,156,1,1,3,1,1,0
442,1,18100,0,0,14,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0,0,69,14,1,0,2,0,2,0
443,1,30279,1,0,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0,26,37,0,1,2,1,2,0
444,0,20130,0,0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,41,34,1,0,2,0,2,0
445,1,23295,0,0,72,0,0,1,2,12,5,1,1,0,2,8,0,0,0,0,0,0,0,56,20,0,0,1,0,2,0
446,2,42618,1,0,92,76,14,74,13,5,10,2,5,0,4,8,0,0,0,0,0,0,0,43,192,0,1,2,1,1,0
447,1,81246,0,0,87,398,190,537,61,156,37,1,4,5,7,1,1,0,0,1,0,0,0,51,1379,0,0,1,0,3,2
448,1,24027,1,0,7,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,0,39,48,1,1,3,1,2,0
449,2,55707,0,1,91,208,7,82,30,66,35,2,3,2,9,3,0,0,0,0,0,0,0,62,428,1,1,3,1,0,0
450,1,57959,0,1,71,430,16,322,43,24,33,5,4,7,11,3,0,0,0,0,0,0,0,60,868,0,1,2,1,0,0
451,1,56796,0,1,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,0,46,1001,1,1,3,1,0,0
452,2,36230,1,0,17,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,0,44,59,0,1,2,1,2,0
453,0,70829,1,1,87,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,0,35,431,1,2,4,1,2,0
454,1,65991,0,1,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,0,39,971,1,1,3,1,0,0
455,1,38988,1,2,90,164,24,103,12,3,42,7,5,1,6,8,0,0,0,0,0,0,0,43,348,1,3,5,1,0,0
456,0,89572,0,0,44,606,24,974,197,194,64,1,7,7,9,4,0,1,0,1,0,0,1,49,2059,0,0,1,0,3,2
457,2,42207,1,0,71,116,11,72,3,17,46,4,4,1,5,6,1,0,0,0,0,0,1,31,265,1,1,3,1,2,1
458,1,50300,0,1,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,0,63,270,1,1,3,1,1,0
459,0,66664,0,0,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,0,33,1289,1,0,2,0,3,0
460,1,60597,0,1,2,522,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0,0,1,51,893,1,1,3,1,0,1
461,1,70165,0,0,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,0,66,926,0,0,1,0,3,0
462,2,50520,0,1,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,0,57,135,0,1,2,1,1,0
463,1,80124,0,0,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,0,52,1495,1,0,2,0,3,1
464,1,33183,1,0,46,7,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0,0,0,40,120,1,1,3,1,2,0
465,2,66582,0,0,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,0,46,1288,0,0,1,0,3,0
466,2,75261,0,0,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0,0,1,60,1743,1,0,2,0,3,2
467,1,31880,1,0,13,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,0,45,15,0,1,2,1,2,0
468,1,53790,0,2,86,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,0,64,542,1,2,4,1,0,0
469,2,49269,1,0,92,639,8,166,11,8,58,3,7,3,12,7,0,0,0,0,0,0,0,44,890,1,1,3,1,0,0
470,1,61456,0,1,47,563,76,384,84,192,89,4,6,10,13,4,0,0,0,0,0,0,0,40,1388,1,1,3,1,0,0
471,1,37406,1,0,18,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,0,1,35,17,1,1,3,1,2,0
472,2,56937,1,0,81,746,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0,0,1,34,906,1,1,3,1,0,1
473,1,38415,1,1,91,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0,0,37,44,1,2,4,1,1,0
474,1,20518,1,0,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,0,27,25,0,1,2,1,2,0
475,1,62503,0,1,40,478,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0,0,0,59,973,1,1,3,1,0,0
476,2,41644,1,1,67,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,0,43,31,0,2,3,1,1,0
477,2,55842,0,1,19,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,0,38,518,1,1,3,1,0,0
478,2,62010,0,1,93,371,22,39,6,0,92,4,6,2,7,5,0,0,0,0,0,0,0,43,530,1,1,3,1,0,0
479,1,41124,1,0,41,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0,0,38,506,1,1,3,1,2,0
480,2,38961,1,0,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,0,42,70,1,1,3,1,2,0
481,2,37760,1,0,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,0,43,54,0,1,2,1,2,0
482,1,32233,1,0,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,0,1,41,296,0,1,2,1,2,1
483,1,43057,0,1,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,0,40,266,1,1,3,1,1,0
484,2,83151,0,0,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,0,55,747,1,0,2,0,3,0
485,2,78825,0,0,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,0,1,51,895,0,0,1,0,3,0
486,2,65104,0,1,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,0,39,1053,1,1,3,1,0,0
487,1,60093,0,1,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,0,41,735,1,1,3,1,0,0
488,1,14045,1,0,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,0,46,20,1,1,3,1,2,0
489,0,28457,0,0,96,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,0,63,205,0,0,1,0,2,0
490,2,78952,0,1,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,0,57,2092,1,1,3,1,0,0
491,1,46310,1,0,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,0,39,309,0,1,2,1,2,0
492,1,76005,0,0,72,983,20,389,240,50,40,1,3,5,13,6,0,0,0,1,0,0,0,60,1722,1,0,2,0,3,1
493,2,58308,0,1,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,0,51,900,0,1,2,1,0,0
494,2,55614,0,0,85,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,0,71,682,0,0,1,0,3,1
495,2,59432,0,1,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,0,53,663,0,1,2,1,0,0
496,1,55563,0,1,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,0,37,43,0,1,2,1,1,0
497,2,78642,0,1,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,0,44,1816,1,1,3,1,0,0
498,2,67911,0,1,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,0,66,976,1,1,3,1,0,0
499,1,65275,0,0,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,0,71,746,1,0,2,0,3,0
500,1,27203,1,1,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,0,65,64,1,2,4,1,1,0
501,2,48330,0,1,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,0,54,32,1,1,3,1,1,0
502,0,24279,0,0,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,0,25,263,1,0,2,0,2,0
503,2,64355,1,0,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,0,30,1445,1,1,3,1,0,0
504,2,50943,0,1,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0,59,46,1,1,3,1,1,0
505,1,53653,0,0,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,0,62,1210,0,0,1,0,3,0
506,1,65665,0,1,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,0,39,945,1,1,3,1,0,0
507,1,81217,0,0,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,26,1157,0,0,1,0,3,0
508,1,34935,0,0,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,0,23,137,1,0,2,0,2,0
509,1,61250,0,1,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,0,56,730,0,1,2,1,0,0
510,2,39665,1,0,97,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,0,34,216,1,1,3,1,2,1
511,1,60152,0,1,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,0,36,943,0,1,2,1,0,0
512,1,48920,0,2,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,0,51,347,1,2,4,1,0,1
513,2,89120,0,0,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,0,56,1924,1,0,2,0,3,1
514,2,44124,0,1,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,0,69,397,1,1,3,1,1,0
515,2,81169,0,0,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,0,40,2089,0,0,1,0,3,0
516,1,36443,1,1,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,0,54,138,1,2,4,1,1,0
517,1,26095,1,0,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,0,25,42,0,1,2,1,2,0
518,1,71367,0,0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,56,777,1,0,2,0,3,0
519,2,80184,0,0,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,0,71,1902,1,0,2,0,3,2
520,1,30630,1,1,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,0,50,52,0,2,3,1,1,0
521,2,73454,0,0,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,0,28,1651,0,0,1,0,3,1
522,1,42691,0,0,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,0,24,358,1,0,2,0,2,0
523,1,70503,0,0,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,0,62,1727,1,0,2,0,3,2
524,1,25545,1,0,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,1,28,210,1,1,3,1,2,0
525,1,32880,1,0,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,0,29,42,1,1,3,1,2,0
526,2,77863,0,0,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,0,57,1291,1,0,2,0,3,0
527,2,50353,0,0,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,0,38,442,1,0,2,0,2,0
528,1,61839,0,0,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,0,51,1895,0,0,1,0,3,0
529,2,49154,1,1,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,0,55,411,1,2,4,1,0,0
530,0,47682,0,1,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,0,40,521,0,1,2,1,0,0
531,1,72679,0,1,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,0,46,1168,0,1,2,1,0,0
532,2,57954,1,1,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,0,38,493,1,2,4,1,0,1
533,1,65316,1,1,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,0,53,260,1,2,4,1,0,0
534,1,28567,1,0,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,33,46,0,1,2,1,2,0
535,2,47352,0,1,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0,64,319,1,1,3,1,1,0
536,1,44931,0,1,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,0,48,96,1,1,3,1,1,0
537,1,76982,0,0,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,1,48,1062,0,0,1,0,3,1
538,0,57247,0,1,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,0,63,232,1,1,3,1,0,0
539,2,22944,1,0,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,0,34,76,0,1,2,1,2,0
540,0,25315,1,0,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,0,38,54,1,1,3,1,2,0
541,1,43638,0,1,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,0,46,201,0,1,2,1,1,0
542,2,42710,1,0,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,0,31,406,0,1,2,1,2,0
543,2,84169,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,1,33,1919,1,0,2,0,3,2
544,1,54058,0,1,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,0,39,662,1,1,3,1,0,0
545,0,24683,1,0,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,0,25,41,1,1,3,1,2,0
546,1,85620,0,0,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,1,51,1600,0,0,1,0,3,0
547,1,47850,1,0,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,0,35,134,1,1,3,1,2,0
548,1,19514,1,1,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,1,47,69,1,2,4,1,1,1
549,2,27159,1,1,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,42,21,1,2,4,1,1,0
550,0,39548,1,1,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,0,52,54,0,2,3,1,2,0
551,1,21474,1,0,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,1,26,91,0,1,2,1,2,1
552,2,60504,0,1,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,0,44,526,0,1,2,1,0,0
553,1,22419,0,0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,52,162,1,0,2,0,2,0
554,2,81698,0,0,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,1,66,1008,1,0,2,0,3,0
555,1,43462,1,1,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,0,63,240,1,2,4,1,0,0
556,2,54880,1,0,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0,37,795,0,1,2,1,0,0
557,1,79908,0,0,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,0,33,1772,1,0,2,0,3,1
558,0,15315,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,45,64,1,0,2,0,2,0
559,1,87771,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,56,1957,1,1,3,1,0,4
560,1,33039,1,0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,37,78,1,1,3,1,2,0
561,1,81741,0,0,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,0,35,1572,0,0,1,0,3,0
562,2,71499,0,1,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,0,44,795,1,1,3,1,0,0
563,0,62466,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,45,889,1,1,3,1,0,0
564,2,48799,0,1,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,0,52,331,0,1,2,1,0,0
565,2,52157,0,1,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,0,65,265,1,1,3,1,1,0
566,1,66565,0,1,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0,53,1065,0,1,2,1,0,0
567,2,29298,1,1,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0,64,11,1,2,4,1,1,0
568,1,47691,0,1,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,36,21,0,1,2,1,1,0
569,1,38200,1,1,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,45,17,1,2,4,1,1,0
570,1,44989,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,41,369,1,1,3,1,0,0
571,2,38443,1,1,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,47,38,1,2,4,1,1,0
572,0,38593,1,0,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0,37,177,0,1,2,1,2,0
573,2,64413,0,1,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,45,279,1,1,3,1,1,0
574,2,36959,1,0,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,34,62,1,1,3,1,2,0
575,2,61996,0,1,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,1,38,1230,1,1,3,1,0,3
576,1,51287,1,1,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,47,182,1,2,4,1,1,0
577,1,13260,1,1,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0,45,49,1,2,4,1,1,0
578,2,47472,1,1,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0,49,75,1,2,4,1,1,0
579,2,54603,1,1,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,59,227,1,2,4,1,0,0
580,2,45207,1,1,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,0,41,215,1,2,4,1,0,1
581,1,40689,0,1,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,64,444,1,1,3,1,0,0
582,0,47821,1,1,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,48,47,1,2,4,1,1,0
583,2,27450,0,0,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,64,143,1,0,2,0,2,0
584,1,39453,1,0,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0,32,55,1,1,3,1,2,0
585,0,26850,1,1,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,44,63,1,2,4,1,1,0
586,1,79800,0,0,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,1,60,1867,0,0,1,0,3,3
587,2,61794,0,1,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0,54,611,1,1,3,1,0,0
588,1,53863,0,1,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,0,60,473,1,1,3,1,0,1
589,1,24221,0,0,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0,56,55,1,0,2,0,2,0
590,2,39684,1,0,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1,31,81,0,1,2,1,2,0
591,2,92163,0,0,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,1,40,2086,1,0,2,0,3,2
592,2,69882,0,0,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,50,1478,0,0,1,0,3,0
593,1,33178,1,0,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,38,49,1,1,3,1,2,0
594,2,59973,0,0,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,43,382,1,0,2,0,2,0
595,2,17459,1,0,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,1,40,69,1,1,3,1,2,0
596,1,23910,1,0,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,46,67,0,1,2,1,2,0
597,2,42169,1,1,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,46,30,1,2,4,1,1,0
598,0,26224,1,0,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,37,63,1,1,3,1,2,0
599,1,31089,1,0,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,34,79,1,1,3,1,2,0
600,1,30081,0,1,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,54,42,0,1,2,1,1,0
601,1,62807,0,1,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,55,819,1,1,3,1,0,0
602,1,72906,0,0,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,60,1151,0,0,1,0,3,0
603,2,61467,0,2,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0,67,594,1,2,4,1,0,0
604,2,49618,1,1,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0,49,129,1,2,4,1,1,0
605,2,21888,1,0,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,1,29,213,0,1,2,1,2,0
606,1,42429,0,1,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,42,67,0,1,2,1,1,0
607,1,26150,2,1,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,59,28,0,3,4,1,1,0
608,0,30801,0,1,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,40,45,1,1,3,1,2,0
609,1,81168,0,0,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0,50,1193,1,0,2,0,3,1
610,2,26877,0,0,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0,46,268,0,0,1,0,2,0
611,2,45006,0,0,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0,71,266,0,0,1,0,2,0
612,0,18978,1,0,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0,42,37,1,1,3,1,2,0
613,1,22574,2,1,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,48,37,1,3,5,1,1,0
614,2,48240,0,0,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,1,46,882,0,0,1,0,3,0
615,1,45837,1,1,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,41,373,1,2,4,1,0,0
616,2,35791,2,1,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,50,35,0,3,4,1,1,0
617,2,162397,1,1,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,39,107,1,2,4,1,1,0
618,1,54162,1,1,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,37,42,0,2,3,1,2,0
619,2,30522,0,1,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,55,326,1,1,3,1,1,0
620,2,54456,0,1,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,54,404,1,1,3,1,1,0
621,1,31632,0,0,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0,44,95,0,0,1,0,2,0
622,1,72298,0,0,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,66,939,0,0,1,0,3,2
623,0,36975,1,0,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,37,33,0,1,2,1,2,0
624,0,72635,0,0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,60,981,1,0,2,0,3,1
625,1,13624,1,0,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0,39,36,1,1,3,1,2,0
626,1,84196,0,1,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,40,1237,0,1,2,1,0,0
627,1,70971,0,1,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,1,55,1825,1,1,3,1,0,0
628,2,34487,1,1,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0,38,103,0,2,3,1,1,0
629,1,28769,1,0,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0,38,191,0,1,2,1,2,0
630,2,69084,1,0,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,45,1586,1,1,3,1,0,0
631,2,65488,0,0,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0,57,963,1,0,2,0,3,0
632,0,62466,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,45,889,1,1,3,1,0,0
633,0,32218,0,0,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,1,55,93,0,0,1,0,2,1
634,1,83917,0,0,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,1,42,1587,0,0,1,0,3,0
635,1,46102,2,1,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,53,16,0,3,4,1,1,0
636,1,84574,0,0,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0,63,1375,0,0,1,0,3,0
637,1,56181,0,1,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,53,393,1,1,3,1,0,0
638,2,63120,0,1,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,1,65,1477,0,1,2,1,0,0
639,1,73691,0,1,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,44,1179,1,1,3,1,0,1
640,1,63381,0,1,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,55,1005,1,1,3,1,0,0
641,2,76140,0,0,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,67,1348,1,0,2,0,3,0
642,2,62859,0,1,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,56,1307,0,1,2,1,0,0
643,1,45906,0,1,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,0,51,486,0,1,2,1,1,1
